Item_no,Description,BRANCH,QUANTITY_IN_PCS, UNIT_PRICE , AMOUNT ,MONTH
ITM03066,GLYPIN 4MG 28S,RONGAI,224,24.96,"5,592.00",FEBRUARY
ITM02666,FIZZIMOL 500MG TABS 16S,RONGAI,288,16.02,"4,613.18",MAY
ITM08125,SALOREX TABS 100`S,RONGAI,990,6.66,"6,596.84",MAY
ITM00084,ACTILOSA DRY SYP 30ML,MALINDI,2,600,"1,200.00",MAY
ITM02184,DREZ V GEL,MALINDI,2,499,998,APRIL
ITM05559,SEVEN SEA 100ML,MALINDI,2,317.8,635.59,FEBRUARY
ITM07117,"RENOCHLOR (300ML)-SODIUM COPPER CHLOROPHYLLIN, SORBITOL AND GLYCERIN",MALINDI,2,"1,588.98","3,177.97",JANUARY
ITM04730,OPTIVE EYE DROPS 10ML,MALINDI,3,"1,053.00","3,159.00",APRIL
ITM00851,BONJELA TEETHING GEL ADULT,MALINDI,4,"1,219.93","4,879.71",MAY
ITM04166,MOMATE OINT 15GM,MALINDI,4,650,"2,600.00",JUNE
ITM04163,MOMATE CREAM 15G,MALINDI,4,567,"2,268.00",MAY
ITM03970,MEFNAC SUSP 60ML,MALINDI,5,112.77,563.83,JUNE
ITM08682,TERBIDERM CREAM 10G,MALINDI,5,409.03,"2,045.17",FEBRUARY
ITM09382,DEEP RELIEF GEL 50MG,MALINDI,5,768.86,"3,844.31",APRIL
ITM00393,ANTACID NOVELTA 100ML,MALINDI,6,112.77,676.6,MARCH
ITM00801,BIOCOF SYP 60ML,MALINDI,6,41.01,246.04,MAY
ITM01470,CLAVULIN 228/5ML SYRUP,MALINDI,6,808,"4,848.00",MAY
ITM04207,MOTESONE 15GM,MALINDI,8,240.91,"1,927.28",APRIL
ITM01471,CLAVULIN 457MG/5ML SUSP,MALINDI,9,"1,123.00","10,107.00",APRIL
ITM07770,DEMELAN CREAM 20GM,MALINDI,9,"1,728.00","15,552.00",MAY
ITM00394,ANTACID NOVELTA SUSP 200ML,MALINDI,10,166.07,"1,660.74",FEBRUARY
ITM01447,CLARIE DS 125MG/5ML 50ML,MALINDI,10,735,"7,350.00",MARCH
ITM00999,CAPSFENAC GEL 20GM,MALINDI,10,156,"1,560.00",MAY
ITM04432,NETAZOX SUSP 30ML,MALINDI,10,497.2,"4,971.98",MARCH
ITM05995,TOUFCOF PAED 60ML,MALINDI,13,53.31,693,JUNE
ITM02349,ENDOTRACHEAL TUBE 7 5MM(CUFFED),MALINDI,16,92.26,"1,476.22",JUNE
ITM02171,DOXAFIN 5MG TABS 20s,MALINDI,20,17.5,350,MARCH
ITM02779,FLUCONAZOLE(GVFLUC) SUSP 50MG 35ML,MALINDI,20,224.51,"4,490.16",APRIL
ITM09394,ALCOSED SYP 100ML,MALINDI,20,51.26,"1,025.15",FEBRUARY
ITM00079,ACTILIFE DAILY FLORA SACHETS 10S,MALINDI,20,99.8,"1,996.00",MAY
ITM01529,CLOPRESS 75MG 30S,MALINDI,30,57.67,"1,730.00",MAY
ITM07961,DYRADE M TABLETS 30`S,MALINDI,30,11.76,352.65,JUNE
ITM01596,COEMPAKEN 5/500 14S,MALINDI,42,57.07,"2,397.00",JUNE
ITM02887,FUNGISIL 250MG TABS 10`S (TERBINAFINE),MALINDI,50,96,"4,800.00",MARCH
ITM02491,ESOSE TABS 40MG 10s,MALINDI,50,58.5,"2,925.00",APRIL
ITM09362,CEREGEN ORIG TABLETS 10`S (CELEBROPROTEIN),MALINDI,50,140,"7,000.00",JUNE
ITM02108,DIPROFOS INJ 2M L(ORIGINAL),MALINDI,51,"1,300.00","66,300.00",MAY
ITM02492,ESOSE TABS 40MG 30S,MALINDI,60,56.13,"3,368.00",MARCH
ITM04803,OXIFAST MR TABS 30S,MALINDI,60,60,"3,600.00",JUNE
ITM04178,MONTANA 5MG 14S,MALINDI,70,56.93,"3,985.00",MAY
ITM09046,DICLODENK INJ. 75MG/3ML 10'S,MALINDI,80,117.4,"9,392.00",JUNE
ITM01594,COEMPAKEN 12.5/500 28S,MALINDI,84,105.21,"8,838.00",JUNE
ITM04325,MZ - CAL PLUS TABS 30S,MALINDI,90,15,"1,350.00",FEBRUARY
ITM00372,AMTEL TABS 80/10MG 30s,MALINDI,90,72.34,"6,510.73",MAY
ITM02118,DIRACIP 100ML SYP,MALINDI,100,259.51,"25,951.00",JUNE
ITM07865,LABNIR CAPSULES 10`S,MALINDI,100,50.23,"5,023.24",FEBRUARY
ITM08411,CETRIZINE CELLARGY TABS  100`S,MALINDI,100,0.5,50.23,JUNE
ITM09437,"H PYLORI KIT(ESOVIT) 7`S	",MALINDI,105,166.95,"17,530.06",JUNE
ITM02472,ESOMEPRAZOLE(ESOPRIDE)20MG 30S,MALINDI,120,49.27,"5,912.00",APRIL
ITM07754,EMPASITA TABS  10/50GM 28`S,MALINDI,280,131.54,"36,830.00",JUNE
ITM00804,BIOFOLIC DHA CAPS 100S,MALINDI,300,30,"9,000.00",MARCH
ITM05567,SEVEN SEAS ONE A DAY 60s,MALINDI,300,29.62,"8,885.00",MARCH
ITM00575,AVALIFE ADVANCE RESCUE CAPS 30S,MALINDI,300,47.2,"14,160.00",MAY
ITM04366,NEBILET 5MG 28S,MALINDI,308,93.07,"28,666.00",MARCH
ITM04177,MONTANA 10MG 14S,MALINDI,448,68.21,"30,560.00",MAY
ITM04652,OLIGOCARE 30S,MALINDI,450,62.67,"28,200.00",MAY
ITM02966,GAUZE SWABS 4*4 STERILE 100`S,MALINDI,600,5.12,"3,069.30",APRIL
ITM02964,GAUZE SWABS 3*3 STERILE 100`S,MALINDI,700,4.05,"2,834.54",MARCH
ITM00801,BIOCOF SYP 60ML,GITHURAI,1,41.01,41.01,MAY
ITM07520,SALBUTAMOL VENTOSAL 100ML,GITHURAI,1,27.68,27.68,APRIL
ITM03721,LICEOMA LOTION 60ML,GITHURAI,1,268,268,OCTOBER
ITM09293,TOBI-D EYE DROPS,GITHURAI,1,186,186,MAY
ITM06109,TUSICOF CHESTY SYP 100ML,GITHURAI,1,102.52,102.52,FEBRUARY
ITM08803,SOLO 4MG SACHETS 14`S,GITHURAI,1,49.71,49.71,MAY
ITM01530,CLOPRONE CREAM 30GM,GITHURAI,1,107.64,107.64,OCTOBER
ITM01656,CONTRATUBEX GEL 20GMS,GITHURAI,1,"1,010.80","1,010.80",AUGUST
ITM02639,FEVEREX SYRUP TOTO 60ML,GITHURAI,1,104,104,AUGUST
ITM05943,TINIDAZOLE(TIZOLE) TABS 500MG 4S,GITHURAI,1,10.25,10.25,FEBRUARY
ITM07468,TINIDAZOLE (TYNAZOLE) TABS 500MG 4s,GITHURAI,1,10.76,10.76,SEPTEMBER
ITM09171,AZITHROMYCIN ZETRO 500MG TABS 3'S,GITHURAI,1,358.8,358.8,APRIL
ITM09449,ALARID 0.025% EYE DROPS(KETOTIFEN),GITHURAI,1,350,350,JULY
ITM04731,OPTIVE PLUS EYE DROP 10ML,GITHURAI,2,"1,454.00","2,908.00",FEBRUARY
ITM03258,HYDRYLLIN SYP 120ML,GITHURAI,2,171,342,JUNE
ITM05920,THIOVENT CHESTY 100MLS,GITHURAI,2,97.39,194.78,JUNE
ITM08030,ACTILIFE PAIN RELIEF SPRAY 3`S ,GITHURAI,2,556,"1,112.00",MAY
ITM01508,CLOBEDERM OINTMENT 15GMS,GITHURAI,4,132,528,DECEMBER
ITM05493,SCABEES LAPPLICATION 25%V/W C/P,GITHURAI,4,208.9,835.62,MAY
ITM09019,CEFTRIAXONE INJ (CEFPORIN) 1GM,GITHURAI,4,46.13,184.53,NOVEMBER
ITM05848,TEARS NATURALE 15ML,GITHURAI,5,609.96,"3,049.82",JUNE
ITM08816,NOVACOL INFANT DROPS,GITHURAI,5,194.78,973.89,FEBRUARY
ITM01011,CARBOFERON SYP 200ML,GITHURAI,5,309,"1,545.00",OCTOBER
ITM01637,COMBIGAN EYE DROPS 5ML,GITHURAI,5,"1,640.00","8,200.00",AUGUST
ITM07352,NUCLIN-V PESS 3`S,GITHURAI,5,415.19,"2,075.93",AUGUST
ITM08868,DEEP RELIEF GEL 30MG,GITHURAI,6,604.84,"3,629.03",APRIL
ITM01133,CEFIXIME SUSP 100MG/5ML 60ML(CEFRAZ),GITHURAI,6,160,960,OCTOBER
ITM05074,POTASSIUM CHLORIDE INJ 1s,GITHURAI,6,155,930,FEBRUARY
ITM05469,SALCOF SYP 100ML,GITHURAI,6,124.04,744.26,FEBRUARY
ITM05821,TACROZ  OINT 0.03% 10GM,GITHURAI,6,"1,193.00","7,158.00",SEPTEMBER
ITM08347,CIPROFLOXACIN EYE/EAR DROP 5ML(PHARMAZOXAN,GITHURAI,7,137.37,961.59,DECEMBER
ITM06076,TRIMEX ADULT SYRUP 100ML,GITHURAI,7,169.15,"1,184.05",FEBRUARY
ITM01709,COSVATE G CREAM 15GM,GITHURAI,8,248,"1,984.00",AUGUST
ITM04730,OPTIVE EYE DROPS 10ML,GITHURAI,9,"1,053.00","9,477.00",JULY
ITM09291,GLODEX STERILE EYE DROPS,GITHURAI,9,81,729,FEBRUARY
ITM08058,G DERM CREAM 20GM,GITHURAI,9,190,"1,710.00",MARCH
ITM05479,SARA D3 DROPS 15ML,GITHURAI,9,460,"4,140.00",SEPTEMBER
ITM09115,CEFIXIME CEF-OD SUSP 100MG/5ML 30ML,GITHURAI,10,287.04,"2,870.42",FEBRUARY
ITM02154,DOMADOL PLUS TABS 100s,GITHURAI,10,15.38,153.77,JULY
ITM06281,VIFEX SYP 100ML,GITHURAI,10,219,"2,190.00",MAY
ITM02452,ESOMEPRAZOLE CAPS 40MG ESOMEZOL 30`S,GITHURAI,10,3.72,37.22,OCTOBER
ITM03868,LYDIA POST PILLS,GITHURAI,11,35.88,394.68,MAY
ITM00978,CANDID LOTION,GITHURAI,12,201,"2,412.00",AUGUST
ITM01447,CLARIE DS 125MG/5ML 50ML,GITHURAI,15,735,"11,025.00",MARCH
ITM03542,KLENZIT C GEL 15GM,GITHURAI,16,"1,026.00","16,416.00",JUNE
ITM05062,POLYGYNAX V  PESS 6S,GITHURAI,18,135.33,"2,436.00",AUGUST
ITM00394,ANTACID NOVELTA SUSP 200ML,GITHURAI,19,166.07,"3,155.41",FEBRUARY
ITM02108,DIPROFOS INJ 2M L(ORIGINAL),GITHURAI,20,"1,300.00","26,000.00",MAY
ITM09046,DICLODENK INJ. 75MG/3ML 10'S,GITHURAI,20,117.4,"2,348.00",JUNE
ITM01345,CHERICOF SYRUP,GITHURAI,20,158.9,"3,177.97",SEPTEMBER
ITM01507,CLOBEDERM LOTION 20MLS,GITHURAI,20,132,"2,640.00",JULY
ITM05098,PRAZITEL TABS 600MG 100s,GITHURAI,20,17.47,349.4,MARCH
ITM01410,CIPRO-DENK 500MG TABS 10s,GITHURAI,20,89.3,"1,786.00",JULY
ITM06032,TRESDERM CREAM 30G,GITHURAI,23,97.39,"2,239.95",APRIL
ITM04178,MONTANA 5MG 14S,GITHURAI,28,56.93,"1,594.00",MAY
ITM09437,"H PYLORI KIT(ESOVIT) 7`S	",GITHURAI,28,166.95,"4,674.68",JUNE
ITM01469,CLAVULIN 1GM 14S,GITHURAI,28,140.21,"3,926.00",JUNE
ITM01001,CAPSIFENAC GEL 20G,GITHURAI,28,199,"5,572.00",MAY
ITM01448,CLARIE DS 250MG/5ML 50ML,GITHURAI,29,869,"25,201.00",SEPTEMBER
ITM01089,CATIS FORTE TABS 30s,GITHURAI,30,41.01,"1,230.18",MAY
ITM03257,HYDRYLLIN DM SYP 120ML,GITHURAI,30,186,"5,580.00",JULY
ITM02164,DONECEPT (DONEPEZIL) 5MG 30S,GITHURAI,30,37.4,"1,122.00",JULY
ITM07725,DAPAFLO M 5/500 TABS 30`S,GITHURAI,30,45.79,"1,373.70",MARCH
ITM00129,ADOVAS SYP 100ML HERBAL,GITHURAI,33,248.68,"8,206.28",FEBRUARY
ITM06201,VAGICLIN PLUS PESS 7s,GITHURAI,35,142.86,"5,000.00",APRIL
ITM02487,ESOSE HP KIT 7S,GITHURAI,35,527.43,"18,460.00",JULY
ITM05061,POLYGYNAX 12S,GITHURAI,36,111.17,"4,002.00",JULY
ITM07500,DEXAMETHASONE GENTAMYCIN(PHARMADEXGENT) EYE/EAR DROPS 5ML,GITHURAI,36,271.66,"9,779.93",FEBRUARY
ITM09429,DEXACIPRO EYE/EAR DROPS,GITHURAI,38,225.15,"8,555.70",AUGUST
ITM02491,ESOSE TABS 40MG 10s,GITHURAI,40,58.5,"2,340.00",OCTOBER
ITM03704,LEVOFLOXACIN(UTIVANIC)500MG 10S,GITHURAI,40,71.5,"2,860.00",MAY
ITM07361,GAMOK INJ 1.2G (AMOXICLAV) 1`S,GITHURAI,40,138.4,"5,535.81",JULY
ITM06165,UNIGENTYL 500MG TABS 4S,GITHURAI,40,22.81,912.38,MAY
ITM09620,E PILL LEVOR-1,GITHURAI,47,72,"3,384.00",AUGUST
ITM02273,EFFERALGAN 500MG 16S,GITHURAI,48,19.25,924,FEBRUARY
ITM01434,CLAMOXIN 1GM 10S,GITHURAI,50,10.9,545,APRIL
ITM03705,LEVOFLOXACIN(UTIVANIC)750MG 10S,GITHURAI,50,82.5,"4,125.00",FEBRUARY
ITM03113,"GYNAECOLOGICAL GLOVES(SIZE 7 5"")",GITHURAI,50,138.4,"6,919.76",JULY
ITM00277,AMLO DENK TABS 5MG 50s,GITHURAI,50,22.56,"1,128.00",MAY
ITM08515,ZOF MR 30`S,GITHURAI,50,26.67,"1,333.33",JUNE
ITM00583,AVODART CAPS 0.5MG 30S,GITHURAI,60,90.73,"5,444.00",FEBRUARY
ITM05298,RAZID M 20MG 20,GITHURAI,60,73.6,"4,416.00",JULY
ITM01052,CARTIFLEX TABS 30S,GITHURAI,60,55,"3,300.00",JUNE
ITM02197,DUODART CAPS 30s,GITHURAI,60,91.83,"5,510.00",SEPTEMBER
ITM05404,ROSTAT TABS 10MG 30s,GITHURAI,60,49.93,"2,996.00",AUGUST
ITM09041,OLANZAPINE ZEPINA-5MG 30S,GITHURAI,60,7.86,471.57,OCTOBER
ITM02153,DOMADOL CAPS 50MG 10s,GITHURAI,70,10.66,746.03,OCTOBER
ITM07756,ETORICOXIB 120MG (TORIXAGEN) 20`S,GITHURAI,80,103.5,"8,280.00",FEBRUARY
ITM08181,GYNOBALANCE PESS 10`S,GITHURAI,80,65,"5,200.00",JUNE
ITM00990,CANDITRAL 12S,GITHURAI,84,168.17,"14,126.00",JULY
ITM03398,IROVEL 300MG 30S,GITHURAI,90,103.33,"9,300.00",MARCH
ITM01159,CEFPODOXIME SWICH 200MG TABS 10`S,GITHURAI,90,100.46,"9,041.82",OCTOBER
ITM09842,FREENERVE CAPSULES 30`S,GITHURAI,90,33.73,"3,036.00",AUGUST
ITM01211,CEFUROXIME SUSP(EVOROX)50ML,GITHURAI,97,230.66,"22,373.90",OCTOBER
ITM06400,X SONE N DROPS,GITHURAI,102,89.19,"9,097.18",SEPTEMBER
ITM02391,EPICOGEL SUSP 180ML,GITHURAI,103,316.77,"32,627.45",JUNE
ITM09473,METRONIDAZOLE ELOGYL 100ML,GITHURAI,108,49.21,"5,314.38",JULY
ITM01613,COLDAMOL-P SYRUP 100ML,GITHURAI,114,138.4,"15,777.06",DECEMBER
ITM02472,ESOMEPRAZOLE(ESOPRIDE)20MG 30S,GITHURAI,120,49.27,"5,912.00",JUNE
ITM00039,DIAMOX 250MG TABS 10`S(ACETAZOLAMIDE),GITHURAI,120,28.7,"3,444.50",APRIL
ITM02012,DEXPURE 10MG TABS 30S,GITHURAI,120,39.6,"4,752.00",SEPTEMBER
ITM02157,DOMPAN OD TABS 30s,GITHURAI,120,49,"5,880.00",DECEMBER
ITM00675,BAROLE TABS 30S(RABEPRAZOLE),GITHURAI,140.1,42,"5,884.20",MAY
ITM03330,IDEOS CHEWABLE TABS 30s,GITHURAI,150,49.17,"7,375.00",APRIL
ITM02032,DIAPHAGE 850MG TABS 30S,GITHURAI,150,4.72,707.35,JULY
ITM03005,GLENTEL CT 80 30S,GITHURAI,150,80.63,"12,095.00",JULY
ITM05294,RARICAP FORTE 30s,GITHURAI,150,11.79,"1,768.38",JUNE
ITM00586,AXALIN EXP,GITHURAI,170,107.64,"18,298.93",OCTOBER
ITM02580,FEBO G TABS 40MG 20s,GITHURAI,180,89.05,"16,029.29",DECEMBER
ITM05124,PREG SMILE 30s,GITHURAI,180,22.01,"3,961.18",JULY
ITM09536,"CEFUROXIME(MYDAWA)125MG 100ML	",GITHURAI,191,225.33,"43,038.03",SEPTEMBER
ITM01339,CEZINE SYP 60ML,GITHURAI,199,314,"62,486.00",OCTOBER
ITM02258,EBASTINE(ZEBATIN) TABS 10MG 100s,GITHURAI,200,3,600,AUGUST
ITM00502,ASOMEX D 5MG TABS 30S,GITHURAI,210,72.8,"15,288.00",FEBRUARY
ITM09804,PREGNACARE NEW MUM RECOVERY TABS 56`S,GITHURAI,224,33.78,"7,565.61",JULY
ITM03041,GLUCOSE INTRNVENOUS INFUSION BPS,GITHURAI,238,25.63,"6,099.64",MARCH
ITM04796,OVACARE FORTE 20S,GITHURAI,260,49.46,"12,860.51",AUGUST
ITM03871,LYRICA 150MG 28s,GITHURAI,280,143.14,"40,080.00",APRIL
ITM00503,ASOMEX LT TABS 60s,GITHURAI,300,52.15,"15,645.00",FEBRUARY
ITM02490,ESOSE TABS 20MG 30S,GITHURAI,300,32.1,"9,630.00",JULY
ITM02437,ESCLAM KIT 7`S,GITHURAI,378,354.41,"133,966.60",OCTOBER
ITM02887,FUNGISIL 250MG TABS 10`S (TERBINAFINE),GITHURAI,490,96,"47,040.00",MARCH
ITM05261,QUININE TABS 300 MG 100s,GITHURAI,500,6.65,"3,326.61",JUNE
ITM03799,LOFNAC TABS 100MG 10S,GITHURAI,520,4.5,"2,340.00",SEPTEMBER
ITM07862,ORTHOLAX TABS 10'S,GITHURAI,530,65,"34,450.00",FEBRUARY
ITM06039,TREVIAMET TABS 50+500MG 14s,GITHURAI,588,55.14,"32,424.00",AUGUST
ITM06036,TREVIA TABS 50MG 35s,GITHURAI,616,70.06,"43,155.20",APRIL
ITM09031,ETORICOXIB TORY 120MG 30'S,GITHURAI,840,39.47,"33,153.35",JULY
ITM02494,ESOSTAR 40MG 30S,GITHURAI,930,11.28,"10,487.28",SEPTEMBER
ITM08156,CO-AMOXICLAV WINCLAV 625MG TABS 10`S,GITHURAI,1090,19.18,"20,910.02",JULY
ITM01436,CLAMOXIN 625MG TABS 10S,GITHURAI,1120,28.22,"31,603.04",NOVEMBER
ITM05567,SEVEN SEAS ONE A DAY 60s,GITHURAI,1260,29.62,"37,317.00",FEBRUARY
ITM04106,METROZOL 400MG 100S,GITHURAI,1500,2.47,"3,699.23",MAY
ITM09100,ETORICOXIB TORY 60MG 30S,GITHURAI,1520,27.68,"42,072.16",AUGUST
ITM02666,FIZZIMOL 500MG TABS 16S,GITHURAI,1568,16.02,"25,116.18",MAY
ITM08411,CETRIZINE CELLARGY TABS  100`S,GITHURAI,2100,0.5,"1,054.88",JUNE
ITM01450,CLARINASE TABS 14S,GITHURAI,2534,60.78,"154,008.27",DECEMBER
ITM06533,ZITHROMAX 500MG,KAWANGWARE RETAIL,1,"1,572.00","1,572.00",MARCH
ITM04385,NELGRA 50MG 4S,KAWANGWARE RETAIL,1,8.12,8.12,FEBRUARY
ITM06492,ZEROVER SYP 100ML,KAWANGWARE RETAIL,2,176,352,FEBRUARY
ITM06281,VIFEX SYP 100ML,KAWANGWARE RETAIL,2,219,438,JULY
ITM01940,DELASED DRY NON DROWSY,KAWANGWARE RETAIL,2,139.42,278.84,JULY
ITM03854,LUM ARTEM 60ML,KAWANGWARE RETAIL,2,81.2,162.4,JULY
ITM02968,GAVISCON ORIGINAL 150ML(D  ACTION),KAWANGWARE RETAIL,2,902,"1,804.00",APRIL
ITM01903,DAWAHIST EXP 60ML,KAWANGWARE RETAIL,2,38.96,77.91,MARCH
ITM00078,ACTILIFE DAILY FLORA CAPS 30S,KAWANGWARE RETAIL,3,28.07,84.2,MAY
ITM01247,CEMET TABS 400MG BP 100s,KAWANGWARE RETAIL,3,5.23,15.68,FEBRUARY
ITM01658,CONTUS PLUS PAED 100ML,KAWANGWARE RETAIL,3,300,900,JULY
ITM00852,BONJELA TEETHING GEL CHILD,KAWANGWARE RETAIL,3,"1,076.41","3,229.22",JULY
ITM01286,CETRINO CREAM ANTISEPTIC,KAWANGWARE RETAIL,3,150.12,450.35,JULY
ITM00430,APPEVITE FORTE 100ML,KAWANGWARE RETAIL,3,180,540,MAY
ITM01858,CYPON 200ML,KAWANGWARE RETAIL,3,410.06,"1,230.18",FEBRUARY
ITM04765,OSMOLAX 100ML SYP,KAWANGWARE RETAIL,3,369.05,"1,107.16",JUNE
ITM05848,TEARS NATURALE 15ML,KAWANGWARE RETAIL,4,609.96,"2,439.86",JUNE
ITM01405,CIPRO GLAX-D EYE DROP 5ML,KAWANGWARE RETAIL,4,148.65,594.59,JULY
ITM05439,SAFERON  SYRUP 150ML,KAWANGWARE RETAIL,4,417,"1,668.00",FEBRUARY
ITM03258,HYDRYLLIN SYP 120ML,KAWANGWARE RETAIL,5,171,855,JUNE
ITM01061,CARTIMOVE TABS  30s,KAWANGWARE RETAIL,5,53.33,266.67,MARCH
ITM06080,TRIMEX PAED 60ML,KAWANGWARE RETAIL,5,128,640,JUNE
ITM03257,HYDRYLLIN DM SYP 120ML,KAWANGWARE RETAIL,7,186,"1,302.00",JULY
ITM08842,GI KIT 7`S,KAWANGWARE RETAIL,14,425.57,"5,958.00",MAY
ITM00036,ACEPAR-MR TABS 10s,KAWANGWARE RETAIL,19,29.8,566.2,JULY
ITM08532,TELMI 40-H TABS 28`S,KAWANGWARE RETAIL,19,48.26,916.85,MARCH
ITM09437,"H PYLORI KIT(ESOVIT) 7`S	",KAWANGWARE RETAIL,21,166.95,"3,506.01",JUNE
ITM00034,ACEPAR 10s,KAWANGWARE RETAIL,22,19.8,435.6,MAY
ITM07475,TULIZA EXTRA TABS 100`S,KAWANGWARE RETAIL,30,2.92,87.65,FEBRUARY
ITM05267,QUITIPIN TABS 200MG 30s,KAWANGWARE RETAIL,30,96.67,"2,900.00",MARCH
ITM05266,QUITIPIN 50MG 30S,KAWANGWARE RETAIL,30,56.67,"1,700.00",MARCH
ITM04785,OSTEOMIN TABS 30S,KAWANGWARE RETAIL,30,69.63,"2,089.00",JULY
ITM02389,EPIBALIN 75MG 30`S,KAWANGWARE RETAIL,38,23.41,889.49,JUNE
ITM03374,INOSITA PLUS 50/500MG TABS 10s,KAWANGWARE RETAIL,53,56,"2,968.00",FEBRUARY
ITM02923,GABICA 50MG 14S,KAWANGWARE RETAIL,70,56.96,"3,987.32",JULY
ITM02472,ESOMEPRAZOLE(ESOPRIDE)20MG 30S,KAWANGWARE RETAIL,70,49.27,"3,448.67",JUNE
ITM03033,GLUCOPHAGE 500MG 90s,KAWANGWARE RETAIL,112,4.39,491.56,APRIL
